Protein_A,Protein_B,coexpression,experimentally_determined_interaction,database_annotated,combined_score,automated_textmining,Disease associated,Experimental System,Author,Pubmed ID
FBXW7,TP53,0,0.62,0.4,0.96,0.842,Cancer,Affinity Capture-MS,Huttlin EL (2017),28514442
FBXW7,MTOR,0.049,0.835,0,0.921,0.54,Cancer,Affinity Capture-Western,Mao JH (2008),18787170
MTOR,TP53,0,0.466,0,0.874,0.773,Cancer,Affinity Capture-Western,Su WC (2009),19619545
MTOR,RPS6KB2,0.049,0.646,0.9,0.995,0.893,Cancer,Biochemical Activity,Burnett PE (1998),9465032
MTOR,EIF4EBP2,0.049,0.331,0.9,0.966,0.537,Cancer,Biochemical Activity,Wang L (2006),16798736
MTOR,PRKCA,0.049,0.292,0.9,0.969,0.602,Cancer,Biochemical Activity,Oh WJ (2010),21045808
MTOR,PRR5L,0,0.51,0.9,0.994,0.902,Cancer,Affinity Capture-MS,Thedieck K (2007),18030348
MTOR,PRR5,0,0.51,0.9,0.999,0.997,Cancer,Affinity Capture-Western,Pearce LR (2007),17461779
PRKAB2,TP53,0,0.204,0.5,0.774,0.48,Cancer,Two-hybrid,Yachie N (2016),27107012
PRKCA,PRKCG,0,0.784,0.9,0.984,0.333,Cancer,Affinity Capture-MS,Huttlin EL (2017),28514442
RB1CC1,SESN2,0,0.292,0.72,0.856,0.336,Cancer,Affinity Capture-Western,Ro SH (2014),25040165
RB1CC1,TP53,0,0.51,0,0.984,0.969,Cancer,Affinity Capture-Western,Chano T (2010),20614030
RNF7,CUL2,0.056,0.709,0,0.998,0.995,Cancer,Two-hybrid,Ohta T (1999),10230407
TP53,VHL,0.049,0.309,0,0.784,0.699,Cancer,Affinity Capture-Western,Roe JS (2006),16678111
TP53,DDB1,0,0.221,0,0.711,0.645,Cancer,Affinity Capture-MS,Fogeron ML (2013),23443559
TP53,TRIM24,0.054,0.633,0,0.865,0.644,Cancer,Affinity Capture-Western,Allton K (2009),19556538
ZER1,CUL2,0,0.638,0.9,0.995,0.882,Cancer,Affinity Capture-Western,Vasudevan S (2007),17304241
ABL1,MDM2,0,0.628,0,0.896,0.732,Cancer,Affinity Capture-Western,Goldberg Z (2002),12110584
ABL1,CBL,0.063,0.896,0.9,0.996,0.685,Cancer,Biochemical Activity,Miyoshi-Akiyama T (2001),11494134
ABL1,RB1,0.049,0.736,0.9,0.98,0.312,Cancer,Affinity Capture-Western,Miyamura T (1997),9071815
ABL1,TP53,0.056,0.292,0,0.909,0.875,Cancer,Reconstituted Complex,Nie Y (2000),10629029
ABL1,ERBB2,0.049,0.615,0,0.731,0.325,Cancer,Protein-peptide,Jones RB (2006),16273093
ABL1,EGFR,0.067,0.79,0,0.861,0.347,Cancer,Protein-peptide,Jones RB (2006),16273093
ABL1,CRK,0.056,0.986,0.9,0.999,0.953,Cancer,Affinity Capture-MS,Brehme M (2009),19380743
ABL1,HSP90AA1,0.08,0.788,0,0.983,0.922,Cancer,Affinity Capture-Western,Bali P (2005),15937340
ABL1,CRKL,0.049,0.887,0.9,0.998,0.855,Cancer,Reconstituted Complex,Heaney C (1997),8978305
ABL1,RAPGEF1,0.15,0.389,0,0.776,0.603,Cancer,Affinity Capture-Western,Gutierrez-Berzal J (2006),16443220
ABL1,VAV1,0.134,0.51,0,0.766,0.493,Cancer,Two-hybrid,Bassermann F (2002),11790798
ABL1,GRB10,0.042,0.329,0,0.79,0.7,Cancer,Reconstituted Complex,Frantz JD (1997),9006901
ABL1,PIK3R1,0.062,0.793,0,0.832,0.203,Cancer,Reconstituted Complex,Kapeller R (1994),8294442
ABL1,CDKN1A,0.105,0.296,0.4,0.878,0.716,Cancer,Biochemical Activity,Hukkelhoven E (2012),23007395
ABL1,CTNNB1,0.095,0.539,0.5,0.949,0.785,Cancer,Affinity Capture-Western,Chen R (2013),23950177
ABL1,BRCA1,0,0.483,0.5,0.956,0.847,Cancer,Affinity Capture-Western,Foray N (2002),12024016
ABL1,SHC1,0.141,0.61,0.9,0.991,0.776,Cancer,Affinity Capture-Western,Puil L (1994),8112292
ABL1,GRB2,0.083,0.846,0.9,0.999,0.973,Cancer,Affinity Capture-Western,Warmuth M (1997),9407116
AKT1,MAPK14,0.246,0.739,0.9,0.99,0.535,Cancer,Affinity Capture-Western,Rane MJ (2001),11042204
AKT1,PLCG1,0.062,0.292,0,0.788,0.707,Cancer,Affinity Capture-Western,Wang Y (2006),16525023
AKT1,MDM2,0,0.891,0.9,0.999,0.98,Cancer,Biochemical Activity,Ogawara Y (2002),11923280
AKT1,PIK3CA,0.06,0.738,0.9,0.998,0.951,Cancer,Affinity Capture-Western,Xiong Y (2009),19117013
AKT1,ERBB3,0,0.328,0,0.854,0.791,Cancer,Affinity Capture-Western,Kim CK (2011),21930127
AKT1,SKP2,0.042,0.735,0,0.899,0.636,Cancer,Affinity Capture-Western,Lin HK (2009),19270694
AKT1,RICTOR,0.044,0.894,0.4,0.992,0.883,Cancer,Affinity Capture-Western,Kim EK (2011),21339740
AKT1,NPM1,0.042,0.292,0,0.796,0.724,Cancer,Reconstituted Complex,Lee SB (2008),18931307
AKT1,IRS1,0.049,0.539,0,0.972,0.941,Cancer,Biochemical Activity,Luo M (2007),17640984
AKT1,EZH2,0.062,0.318,0,0.867,0.809,Cancer,Affinity Capture-Western,Cha TL (2005),16224021
AKT1,HSP90AA1,0.049,0.883,0.9,0.999,0.996,Cancer,Affinity Capture-Western,Kawauchi K (2005),15843522
AKT1,PTK2,0.044,0.268,0,0.879,0.841,Cancer,Co-localization,Moon HE (2015),25792870
AKT1,SMAD4,0.085,0.636,0,0.914,0.763,Cancer,Co-localization,Liu CH (2013),23397142
AKT1,PDPK1,0.095,0.918,0.9,0.999,0.926,Cancer,Affinity Capture-Western,Persad S (2001),11313365
AKT1,GAB2,0.062,0.42,0,0.814,0.687,Cancer,Biochemical Activity,Lynch DK (2002),11782427
AKT1,AR,0.055,0.636,0,0.895,0.721,Cancer,Reconstituted Complex,Lin HK (2001),11404460
AKT1,PRKCZ,0.042,0.625,0.9,0.974,0.368,Cancer,Affinity Capture-Western,Wang J (2008),18353613
AKT1,AKT2,0.131,0.787,0.9,0.991,0.569,Cancer,Affinity Capture-MS,Huttlin EL (2017),28514442
AKT1,CDKN1A,0,0.776,0.9,0.995,0.833,Cancer,Reconstituted Complex,Heron-Milhavet L (2006),16982699
AKT1,RAF1,0.075,0.816,0.9,0.992,0.557,Cancer,Biochemical Activity,Zimmermann S (1999),10576742
AKT1,ESR1,0.055,0.314,0,0.913,0.877,Cancer,Biochemical Activity,Campbell RA (2001),11139588
AKT1,BRCA1,0,0.735,0.9,0.993,0.786,Cancer,Affinity Capture-Western,Xiang T (2008),19074868
AKT1,PIK3R1,0.058,0.558,0.9,0.995,0.913,Cancer,Affinity Capture-Western,Xiong Y (2009),19117013
AKT1,NOTCH1,0.139,0.505,0,0.887,0.757,Cancer,Biochemical Activity,Song J (2008),18440314
AKT1,AKT3,0,0.592,0.9,0.958,0.057,Cancer,Affinity Capture-MS,Huttlin EL (2021),33961781
AKT1,CTNNB1,0.074,0.539,0.4,0.979,0.93,Cancer,Biochemical Activity,Tian Q (2004),15492215
AKT1,PIK3CB,0.049,0.334,0.9,0.992,0.901,Cancer,Co-fractionation,Wan C (2015),26344197
AKT2,HSP90AA1,0.047,0.223,0.9,0.948,0.38,Cancer,Affinity Capture-Western,Taipale M (2012),22939624
AKT2,PIK3CD,0.042,0.286,0.9,0.962,0.52,Cancer,Co-fractionation,Wan C (2015),26344197
AKT2,PRKCZ,0,0.292,0.9,0.929,0.089,Cancer,Affinity Capture-Western,Wang J (2008),18353613
AKT2,PIK3CB,0.048,0.276,0.9,0.983,0.783,Cancer,Co-fractionation,Wan C (2015),26344197
AKT3,HSP90AA1,0,0.385,0.9,0.954,0.312,Cancer,Affinity Capture-MS,Huttlin EL (2017),28514442
AKT3,PRKCZ,0,0.599,0.9,0.959,0.067,Cancer,Two-hybrid,Hodgkinson CP (2002),12162751
AKT3,AKT2,0,0.162,0.9,0.965,0.617,Cancer,Affinity Capture-MS,Kim M (2021),34591612
ALG2,PDCD6IP,0.059,0.783,0,0.8,0.101,Cancer,Affinity Capture-Western,Okumura M (2009),19520058
ALK,PLCG1,0,0.594,0.9,0.977,0.484,Cancer,Affinity Capture-MS,Crockett DK (2004),14968112
ALK,STAT3,0,0.21,0.5,0.893,0.752,Cancer,Affinity Capture-MS,Crockett DK (2004),14968112
ALK,HSP90AA1,0,0.223,0,0.762,0.707,Cancer,Affinity Capture-Western,Taipale M (2012),22939624
ALK,JAK2,0,0.162,0.9,0.936,0.307,Cancer,Affinity Capture-MS,Crockett DK (2004),14968112
ALK,PIK3CB,0,0.186,0.9,0.935,0.275,Cancer,Affinity Capture-MS,Crockett DK (2004),14968112
ALK,JAK3,0,0.369,0.9,0.95,0.282,Cancer,Affinity Capture-Western,Zamo A (2002),11850821
ALK,SHC1,0,0.515,0.5,0.953,0.824,Cancer,Affinity Capture-Western,Bonvini P (2002),11888936
ALK,GRB2,0,0.688,0.5,0.965,0.794,Cancer,Affinity Capture-MS,Crockett DK (2004),14968112
ANAPC15,ANAPC2,0.056,0.976,0.9,0.998,0.262,Cancer,Affinity Capture-MS,Uzunova K (2012),23007861
ANAPC2,BRCA2,0,0.138,0.72,0.76,0.085,Cancer,Proximity Label-MS,Go CD (2021),34079125
ANAPC2,CDC26,0,0.998,0.9,0.999,0.386,Cancer,Affinity Capture-Western,Gmachl M (2000),10922056
AR,CCND1,0.072,0.738,0,0.955,0.831,Cancer,Reconstituted Complex,Reutens AT (2001),11328859
AR,MDM2,0,0.92,0,0.998,0.979,Cancer,Affinity Capture-Western,Zoubeidi A (2007),17974989
AR,STAT3,0.048,0.626,0,0.907,0.761,Cancer,Affinity Capture-Western,Matsuda T (2001),11322786
AR,TP53,0,0.439,0,0.905,0.838,Cancer,Phenotypic Suppression,Shenk JL (2001),11504717
AR,EGFR,0,0.536,0,0.864,0.72,Cancer,Co-localization,Bonaccorsi L (2004),15305378
AR,EZH2,0.054,0.635,0,0.978,0.941,Cancer,Affinity Capture-Western,Liu Q (2019),30628724
AR,HSP90AA1,0.054,0.901,0.9,0.999,0.99,Cancer,Reconstituted Complex,Nemoto T (1992),1525041
AR,SMAD4,0,0.294,0,0.859,0.809,Cancer,Affinity Capture-Western,Kang HY (2002),12226080
AR,E2F1,0,0.292,0,0.801,0.73,Cancer,Affinity Capture-Western,Li Y (2012),22508987
AR,HDAC1,0,0.789,0,0.964,0.835,Cancer,Two-hybrid,Gaughan L (2002),11994312
AR,BRCA1,0,0.612,0,0.908,0.773,Cancer,Negative Genetic,Guo Y (2019),30762338
AR,CTNNB1,0.052,0.888,0,0.996,0.968,Cancer,Two-hybrid,Masiello D (2004),15256534
ARHGEF7,CBL,0.049,0.786,0.5,0.989,0.906,Cancer,Two-hybrid,Flanders JA (2003),12935897
ARID1A,HDAC1,0.245,0.301,0,0.793,0.64,Cancer,Affinity Capture-Western,Zhang FK (2022),35390516
ARID1A,BCL7B,0.055,0.766,0.9,0.992,0.71,Cancer,Affinity Capture-MS,Marcon E (2014),24981860
ARID1A,BCL7C,0,0.867,0.9,0.995,0.678,Cancer,Affinity Capture-MS,Marcon E (2014),24981860
BCL7C,BCL7B,0.155,0.691,0.9,0.991,0.716,Cancer,Affinity Capture-MS,Huttlin EL (2017),28514442
BRCA1,CCND1,0,0.51,0,0.922,0.848,Cancer,Reconstituted Complex,Wang H (1997),9244350
BRCA1,MLH1,0.087,0.835,0.54,0.994,0.93,Cancer,Co-purification,Wang Y (2000),10783165
BRCA1,MSH2,0.227,0.725,0.54,0.994,0.946,Cancer,Two-hybrid,Wang Q (2001),11498787
BRCA1,MSH6,0.236,0.611,0.54,0.996,0.977,Cancer,Two-hybrid,Wang Q (2001),11498787
BRCA1,TUBG1,0.109,0.815,0.54,0.928,0.167,Cancer,Co-localization,Hsu LC (2001),11691781
BRCA1,CCNB1,0.315,0.51,0,0.916,0.77,Cancer,Reconstituted Complex,Wang H (1997),9244350
BRCA1,CDK4,0.127,0.625,0.8,0.972,0.633,Cancer,Reconstituted Complex,Wang H (1997),9244350
BRCA1,CCNE1,0.087,0.292,0,0.718,0.599,Cancer,Affinity Capture-Western,Matsuoka S (2007),17525332
BRCA1,RB1,0.07,0.727,0,0.858,0.485,Cancer,Affinity Capture-Western,Aprelikova ON (1999),10518542
BRCA1,SKP2,0.192,0.51,0,0.741,0.399,Cancer,Affinity Capture-Western,Lu Y (2012),23086937
BRCA1,EGFR,0,0.103,0,0.8,0.786,Cancer,Affinity Capture-MS,Kim M (2021),34591612
BRCA1,RICTOR,0,0.317,0,0.702,0.582,Cancer,Affinity Capture-Western,Woods NT (2012),22990118
BRCA1,EZH2,0.227,0.516,0,0.926,0.818,Cancer,Affinity Capture-Western,Wang L (2013),23624935
BRCA1,ARID1A,0.049,0.439,0,0.801,0.657,Cancer,Proximity Label-MS,Gupta R (2018),29656893
BRCA1,CDC25C,0.269,0.292,0,0.735,0.529,Cancer,Biochemical Activity,Shabbeer S (2013),23246971
BRCA1,PGR,0,0.512,0,0.963,0.928,Cancer,Biochemical Activity,Calvo V (2011),21531767
BRCA1,HSP90AA1,0.056,0.292,0,0.752,0.66,Cancer,Affinity Capture-Western,Johnson N (2013),24085845
BRCA1,E2F1,0.14,0.423,0,0.879,0.775,Cancer,Affinity Capture-Western,Gorski JJ (2011),21880590
BRCA1,STAT1,0.043,0.292,0,0.958,0.943,Cancer,Affinity Capture-Western,Ouchi T (2000),10792030
BRCA1,HDAC1,0.055,0.51,0,0.958,0.917,Cancer,Reconstituted Complex,Yarden RI (1999),10220405
BRCA1,RBBP7,0.078,0.625,0,0.93,0.816,Cancer,Reconstituted Complex,Yarden RI (2001),11746496
BRCA1,TP53BP1,0.05,0.826,0.5,0.999,0.999,Cancer,Affinity Capture-Western,Wang B (2002),12364621
BRCA1,CDK1,0.402,0.51,0,0.878,0.619,Cancer,Reconstituted Complex,Wang H (1997),9244350
BRCA1,MAP3K1,0,0,0,0.77,0.77,Cancer,Two-hybrid,Woods NT (2012),22990118
BRCA1,ESR1,0,0.904,0,0.999,0.995,Cancer,Co-localization,Zheng L (2001),11493692
BRCA1,CDKN2A,0.045,0.309,0,0.832,0.766,Cancer,Affinity Capture-Western,He L (2008),18703154
BRCA1,CTNNB1,0.045,0.292,0,0.731,0.634,Cancer,Affinity Capture-Western,Li H (2010),20215423
BRCA1,RHNO1,0.074,0.421,0.5,0.802,0.349,Cancer,Proximity Label-MS,Gupta R (2018),29656893
BRCA1,HDAC2,0.064,0.61,0,0.953,0.883,Cancer,Reconstituted Complex,Yarden RI (1999),10220405
BRCA1,MYC,0.049,0.825,0,0.999,0.995,Cancer,Affinity Capture-Western,Li H (2002),11916966
BRCA2,CCND1,0,0.51,0,0.861,0.727,Cancer,Reconstituted Complex,Jirawatnotai S (2011),21654808
BRCA2,TP53,0.066,0.828,0,0.995,0.974,Cancer,Affinity Capture-Western,Dong Y (2003),14636569
BRCA2,NPM1,0.086,0.292,0,0.856,0.796,Cancer,Affinity Capture-MS,Wang HF (2011),21084279
BTC,ERBB2,0,0.405,0.4,0.925,0.807,Cancer,Co-localization,Chen TC (2014),25241761
C1orf189,NME7,0,0.881,0,0.881,0,Cancer,Affinity Capture-MS,Huttlin EL (2021),33961781
CACNA1C,KCNE2,0,0.322,0,0.886,0.84,Cancer,Affinity Capture-Western,Liu W (2014),24681347
CACNB3,CACNA1C,0.067,0.843,0.9,0.997,0.874,Cancer,Co-crystal Structure,Chen YH (2004),15170217
CACNB3,CACNB2,0,0.79,0.72,0.961,0.389,Cancer,Affinity Capture-MS,Huttlin EL (2017),28514442
CAMLG,EGFR,0,0.746,0,0.767,0.122,Cancer,Affinity Capture-Western,Tran DD (2003),12919676
CAV3,KCNH2,0.047,0.306,0,0.858,0.803,Cancer,Affinity Capture-Western,Guo J (2012),22879586
CBL,PIK3R2,0.055,0.846,0.65,0.954,0.219,Cancer,Affinity Capture-Western,Lin H (2001),11133830
CBL,FLT3,0,0.332,0.5,0.852,0.594,Cancer,Affinity Capture-Western,Sargin B (2007),17446348
CBL,PLCG1,0.06,0.851,0,0.984,0.899,Cancer,Far Western,Tvorogov D (2002),12061819
CBL,PDGFRA,0.042,0.538,0.65,0.919,0.539,Cancer,Affinity Capture-Western,Bonita DP (1997),9234717
CBL,PIK3R3,0,0.452,0.65,0.826,0.167,Cancer,Two-hybrid,Grossmann A (2015),25814554
CBL,KDR,0,0.538,0,0.805,0.596,Cancer,Reconstituted Complex,Singh AJ (2007),17372230
CBL,PIK3CA,0.06,0.629,0.65,0.887,0.186,Cancer,Affinity Capture-Western,Sattler M (1997),9119889
CBL,IRS1,0,0.513,0,0.704,0.417,Cancer,Affinity Capture-Western,Ahmed Z (2000),10854852
CBL,RET,0,0.639,0,0.706,0.22,Cancer,Affinity Capture-Western,Carniti C (2003),12727845
CBL,JAK1,0.083,0.357,0.5,0.745,0.237,Cancer,Affinity Capture-MS,Belizaire R (2021),33512474
CBL,VAV2,0.047,0.625,0,0.747,0.349,Cancer,Affinity Capture-Western,Duan L (2011),20940296
CBL,JAK2,0.049,0.357,0.5,0.79,0.396,Cancer,Biochemical Activity,Liu CS (2017),28676638
CBL,SOS1,0.148,0.297,0.5,0.827,0.49,Cancer,Affinity Capture-Western,Wang Y (1999),10025673
CBL,IGF1R,0.067,0.357,0.65,0.853,0.385,Cancer,Biochemical Activity,Sehat B (2008),18632619
CBL,PIK3CB,0.083,0.629,0.65,0.89,0.19,Cancer,Affinity Capture-MS,Brehme M (2009),19380743
CBL,PTK2,0.042,0.622,0,0.893,0.728,Cancer,Co-localization,Rafiq K (2011),22203672
CBL,CTNNB1,0.044,0.625,0.36,0.91,0.655,Cancer,Affinity Capture-Western,Chitalia V (2013),23744067
CBL,ERBB2,0,0.8,0,0.944,0.734,Cancer,Reconstituted Complex,Zhou P (2003),12574167
CBL,CBLB,0,0.438,0.9,0.948,0.129,Cancer,Affinity Capture-MS,Brehme M (2009),19380743
CBL,PTPN11,0.067,0.644,0.5,0.951,0.741,Cancer,Affinity Capture-Western,Tanaka Y (2008),18519587
CBL,INPPL1,0.049,0.813,0.5,0.965,0.661,Cancer,Affinity Capture-Western,Vandenbroere I (2003),12504111
CBL,LCK,0.054,0.848,0.5,0.982,0.784,Cancer,Reconstituted Complex,Tsygankov AY (1996),8900205
CBL,LYN,0.063,0.852,0.5,0.987,0.847,Cancer,Two-hybrid,Dombrosky-Ferlan PM (1997),9160881
CBL,SHC1,0.049,0.877,0.5,0.996,0.94,Cancer,Affinity Capture-Western,Park RK (1999),10570290
CBL,VAV1,0.055,0.833,0.9,0.997,0.876,Cancer,Affinity Capture-Western,Marengere LE (1997),9200440
CBL,MET,0.043,0.941,0.9,0.999,0.873,Cancer,Biochemical Activity,Petrelli A (2002),11894096
CBL,GRB2,0.097,0.996,0.9,0.999,0.996,Cancer,Affinity Capture-Western,Jain SK (1997),9174058
CBL,RAPGEF1,0.074,0.516,0.9,0.999,0.987,Cancer,Affinity Capture-Western,Uemura N (1999),10608804
CBL,ZAP70,0,0.988,0,0.999,0.975,Cancer,Affinity Capture-Western,Lupher ML (1996),8798643
CBL,EGFR,0.042,0.996,0.9,0.999,0.994,Cancer,Affinity Capture-Western,Miraoui H (2010),20124286
CBL,CRKL,0.063,0.993,0.8,0.999,0.992,Cancer,Affinity Capture-Western,Alsayed Y (2000),10907644
CBL,CRK,0.055,0.93,0.8,0.999,0.991,Cancer,Affinity Capture-Western,Ingham RJ (1996),8943292
CBL,PIK3R1,0.042,0.994,0.65,0.999,0.545,Cancer,Affinity Capture-Western,Gesbert F (1998),9461587
CBLB,PIK3R2,0,0.331,0.9,0.937,0.137,Cancer,Affinity Capture-Western,Alcazar I (2009),19190244
CBLB,ZAP70,0.054,0.952,0.9,0.996,0.218,Cancer,Affinity Capture-Western,Zhang Z (1999),10074432
CBLB,EGFR,0,0.942,0.9,0.995,0.3,Cancer,Affinity Capture-Western,Davies GC (2006),16702950
CBLB,GRB2,0,0.946,0,0.965,0.384,Cancer,Affinity Capture-Western,Ettenberg SA (1999),10086340
CBLB,PIK3R1,0.056,0.749,0.9,0.974,0.065,Cancer,Affinity Capture-Western,Lavagna-Sevenier C (1998),9614102
CBLB,LCK,0.044,0.357,0.9,0.94,0.143,Cancer,Affinity Capture-Western,Kumar S (2011),21453975
CBLC,FGFR4,0.083,0.211,0.65,0.726,0.046,Cancer,FRET,Li Z (2017),28205554
CBLC,CRK,0,0.5,0,0.739,0.498,Cancer,Reconstituted Complex,Keane MM (1999),10362357
CBLC,YES1,0,0.923,0,0.924,0.043,Cancer,Two-hybrid,Luck K (2020),32296183
CCNB1,TP53BP1,0.078,0.37,0,0.759,0.618,Cancer,Biochemical Activity,van Vugt MA (2010),20126263
CCNB1,RB1,0.075,0.51,0,0.768,0.529,Cancer,Biochemical Activity,Jiang W (1998),9885575
CCNB1,SKP2,0.227,0.416,0,0.797,0.587,Cancer,Affinity Capture-MS,Huttlin EL (2021),33961781
CCNB1,CDKN1A,0,0.866,0,0.977,0.837,Cancer,Affinity Capture-Western,Amador V (2007),17679094
CCNB1,CDK1,0.895,0.999,0.9,0.999,0.999,Cancer,Affinity Capture-Western,Shanahan F (1999),9891079
CCND1,HSP90AA1,0.048,0.185,0,0.819,0.786,Cancer,Affinity Capture-MS,Jirawatnotai S (2011),21654808
CCND1,HDAC1,0.06,0.601,0,0.833,0.59,Cancer,Co-localization,Fu M (2005),15713663
CCND1,SKP2,0.093,0.626,0.5,0.959,0.791,Cancer,Affinity Capture-Western,Simoneschi D (2021),33854235
CCND1,STAT3,0.054,0.644,0.5,0.98,0.898,Cancer,Affinity Capture-Western,Bienvenu F (2001),11279133
CCND1,ESR1,0.069,0.625,0.75,0.997,0.971,Cancer,Reconstituted Complex,Zwijsen RM (1997),9039267
CCND1,RB1,0,0.932,0.9,0.998,0.831,Cancer,Reconstituted Complex,Siegert JL (2000),11126356
CCND1,CDK1,0.137,0.866,0,0.998,0.984,Cancer,Affinity Capture-Western,Zhang H (1993),7903056
CCND1,CDKN2A,0,0.726,0.9,0.998,0.946,Cancer,Co-fractionation,Ruas M (2007),17420273
CCND1,CDK4,0.131,0.999,0.9,0.999,0.999,Cancer,Affinity Capture-Western,Sugimoto M (1999),10580009
CCND1,CDKN1A,0.118,0.996,0.9,0.999,0.995,Cancer,Reconstituted Complex,Lin J (1996),8657154
CCNE1,CDK4,0.087,0.995,0.8,0.999,0.896,Cancer,Affinity Capture-Western,Datta NS (1998),9716181
CCNE1,CDC25C,0.313,0.333,0,0.738,0.474,Cancer,Reconstituted Complex,Bagheri-Yarmand R (2010),20530684
CCNE1,E2F4,0.067,0.401,0.5,0.819,0.429,Cancer,Affinity Capture-Western,Shanahan F (1999),9891079
CCNE1,E2F1,0.202,0.401,0.5,0.942,0.788,Cancer,Affinity Capture-Western,Dhillon NK (2002),12096339
CCNE1,CDK1,0.193,0.812,0,0.972,0.834,Cancer,Affinity Capture-Western,Shanahan F (1999),9891079
CCNE1,SKP2,0.184,0.527,0.9,0.99,0.772,Cancer,Reconstituted Complex,Yeh KH (2001),11237742
CCNE1,RB1,0.189,0.863,0.9,0.994,0.584,Cancer,Biochemical Activity,Harbour JW (1999),10499802
CCNE1,CDKN1A,0.105,0.996,0.9,0.999,0.888,Cancer,Affinity Capture-Western,McKenzie PP (2003),12839982
CDC25C,MAPK14,0.073,0.418,0.9,0.952,0.217,Cancer,Reconstituted Complex,Bulavin DV (2001),11333986
CDC25C,CCNB1,0.508,0.345,0.5,0.991,0.951,Cancer,Reconstituted Complex,Morris MC (2000),10864927
CDC25C,CDK1,0.775,0.714,0.9,0.999,0.975,Cancer,Reconstituted Complex,Morris MC (2000),10864927
CDK1,RB1,0.09,0.853,0.9,0.995,0.73,Cancer,Biochemical Activity,Horton LE (1997),9053846
CDK1,TP53,0.095,0.626,0,0.962,0.899,Cancer,Biochemical Activity,Luciani MG (2000),10884347
CDK1,SKP2,0.227,0.837,0,0.943,0.588,Cancer,Affinity Capture-MS,Huttlin EL (2015),26186194
CDK1,EZH2,0.371,0.823,0,0.965,0.716,Cancer,Biochemical Activity,Chen S (2010),20935635
CDK1,HSP90AA1,0.112,0.358,0,0.91,0.855,Cancer,Affinity Capture-Western,Garcia-Morales P (2007),17525741
CDK1,E2F1,0.234,0.328,0.5,0.909,0.688,Cancer,Biochemical Activity,Dynlacht BD (1997),9199321
CDK1,TP53BP1,0.067,0.62,0,0.827,0.552,Cancer,Biochemical Activity,van Vugt MA (2010),20126263
CDK1,CTNNB1,0.042,0.325,0,0.7,0.573,Cancer,Biochemical Activity,Huang Q (2020),32511789
CDK1,LYN,0.06,0.728,0,0.889,0.602,Cancer,Affinity Capture-Western,Kharbanda S (1994),8051175
CDK1,CDKN1A,0.085,0.9,0,0.998,0.986,Cancer,Affinity Capture-Western,Amador V (2007),17679094
CDK4,PTEN,0.078,0.236,0,0.865,0.824,Cancer,Positive Genetic,Shen JP (2017),28319113
CDK4,SKP2,0.138,0.323,0.5,0.878,0.632,Cancer,Affinity Capture-Western,Wang L (2017),28992327
CDK4,MYC,0.1,0.642,0,0.966,0.904,Cancer,Biochemical Activity,Anders L (2011),22094256
CDK4,TP53,0.117,0.554,0,0.966,0.922,Cancer,Negative Genetic,Guo Y (2019),30762338
CDK4,HSP90AA1,0.1,0.861,0,0.998,0.989,Cancer,Co-fractionation,Wang H (2002),11867521
CDK4,RB1,0.077,0.994,0.9,0.999,0.984,Cancer,Biochemical Activity,Nair JS (2009),19225156
CDK4,CDKN2A,0.058,0.994,0.9,0.999,0.999,Cancer,Affinity Capture-MS,Ewing RM (2007),17353931
CDK4,CDKN1A,0.103,0.999,0.9,0.999,0.998,Cancer,Affinity Capture-Western,Guidoboni M (2005),15695403
CDKN1A,MDM2,0.072,0.848,0,0.98,0.873,Cancer,Affinity Capture-Western,Zhang Z (2004),14761977
CDKN1A,STAT3,0.125,0.828,0.5,0.984,0.815,Cancer,Co-localization,Chen TC (2014),25241761
CDKN1A,TP53,0,0.925,0.9,0.999,0.96,Cancer,Two-hybrid,Vinayagam A (2011),21900206
CDKN1A,SKP2,0,0.898,0.9,0.996,0.656,Cancer,Affinity Capture-Western,Hwang CY (2007),17477906
CDKN1A,SMAD4,0.103,0.6,0.5,0.94,0.707,Cancer,Co-localization,Chen TC (2014),25241761
CDKN1A,HDAC1,0,0.775,0,0.903,0.587,Cancer,Reconstituted Complex,Li Z (2010),20154723
CDKN1A,E2F4,0,0.422,0.5,0.896,0.671,Cancer,Affinity Capture-MS,Huttlin EL (2021),33961781
CDKN1A,AKT2,0,0.296,0.9,0.955,0.415,Cancer,Affinity Capture-Western,Heron-Milhavet L (2006),16982699
CDKN1A,TFDP2,0,0.361,0.5,0.726,0.212,Cancer,Affinity Capture-MS,Huttlin EL (2021),33961781
CDKN1A,E2F5,0,0.46,0.5,0.829,0.419,Cancer,Affinity Capture-MS,Huttlin EL (2021),33961781
CDKN1A,ESR1,0,0.625,0,0.842,0.597,Cancer,Reconstituted Complex,Maynadier M (2008),17911387
CDKN2A,MDM2,0.068,0.992,0.9,0.999,0.999,Cancer,Affinity Capture-Western,Zhang Y (2003),14612427
CDKN2A,CCNE1,0.072,0.167,0,0.814,0.779,Cancer,FRET,Li Z (2017),28205554
